# M5 全连接组定稿源（唯一定稿源，可修改复现）——B1a 执行节点按《生物仿真M5实施清单》§2 构建。
"# 列：role, neuron_class, neurotransmitter, receptor, synapse_from, synapse_to, synapse_type,"
"#     g_max_ns, delay_ms, g_gap_ns, muscle_target, note"
# 行语义：
#   - 神经元行：role=<302 神经元名>，neuron_class=<sensory|inter|motor|pharyngeal>，
#     neurotransmitter=<ach|glut|gaba|dopamine|serotonin|other>（覆盖率 100%），
#     muscle_target=<body_fwd|body_back|head_left|head_right>（运动神经元→虚拟身体通道，可选）。
#   - 化学突触行：synapse_from + synapse_to + synapse_type=chem + neurotransmitter（突触前递质）
#     + receptor（§2.3 映射：ach/glut→ampa、gaba→gaba、dopamine/serotonin→mod、other→none）
#     + g_max_ns（初始权重占位，§6 校准）+ delay_ms。
#   - 缝隙连接行：synapse_from + synapse_to + synapse_type=gap + g_gap_ns（初始占位）+ delay_ms。
#   - 肌肉行：role=muscle_drive，synapse_from=<运动神经元>，synapse_to=<4 通道>，
#     synapse_type=muscle，g_max_ns=收缩增量 w 占位（M3/M4 定稿值：fwd 0.18/back 0.60/head 0.50）。
# 
# PROVENANCE（数据源与版本，诚实性记录）：
#   - PRIMARY: openworm/c302 仓库 c302/data/herm_full_edgelist.csv（MIT License），
"#     = Cook et al. 2019, Nature 571:63-71 雌雄同体全连接组 full edge list；"
#     2026-08-25 经 api.github.com 下载（raw.githubusercontent 沙箱不可达）。
#   - 交叉核对: SI5_adjacency.xlsx（Cook 2019 官方 SI5 邻接矩阵，逐对一致）；
#     networks.skewed.de celegans_2019 官方 synapse list（node_type 分类源）；
#     aconnectome_white_1986_whole.csv（White 1986 数字化，对照）；
#     owmeta_cache.json（OpenWorm 302 神经元 class+neurotransmitter 标注，
#     源自 Pereira 2015 / Serrano-Saiz 2013 等文献编译）。
#   - 计数诚实性（预注册 §0 #5）：权威数据为唯一计数源，不得为过 Pass 改动；
#     本文件含真实连接组全部神经元-神经元化学/缝隙连接（含自连接，白名单保留）。
#   - 计数语义：化学突触行=神经元间有向连接对（Weight=突触计数见 counts.json）；
#     缝隙行=神经元间无向唯一对（多重连接合并）。
#   - 简化假设（详见 docs/m5_env_notes.md L7+）：AIY 实际递质=ach（M4 以 GABA 简化，差异记录）；
#     AVM 规范分类=inter（Cook=sensory）；真实体壁肌肉→虚拟 4 通道聚合；
#     DD/VD（GABA 能）/VC/HSN（性特异）/RME 不产生 muscle_drive 行。
role,neuron_class,neurotransmitter,receptor,synapse_from,synapse_to,synapse_type,g_max_ns,delay_ms,g_gap_ns,muscle_target,note
,,glut,ampa,BAGR,AIYL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,AQR,chem,5.00,0.50,,,
,,glut,ampa,BAGR,AVAL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,AVEL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,BAGL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,OLQVL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,RIAL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,RIBL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,RIBR,chem,5.00,0.50,,,
,,glut,ampa,BAGR,RIGL,chem,5.00,0.50,,,
,,glut,ampa,BAGR,SMDVL,chem,5.00,0.50,,,
,,other,none,BDUL,ADAL,chem,0.00,0.50,,,
,,other,none,BDUL,ADEL,chem,0.00,0.50,,,
,,other,none,BDUL,ALML,chem,0.00,0.50,,,
,,other,none,BDUL,AVHL,chem,0.00,0.50,,,
,,other,none,BDUL,AVJR,chem,0.00,0.50,,,
,,other,none,BDUL,HSNL,chem,0.00,0.50,,,
,,other,none,BDUL,PVNL,chem,0.00,0.50,,,
,,other,none,BDUL,PVNR,chem,0.00,0.50,,,
,,other,none,BDUL,RIFL,chem,0.00,0.50,,,
,,other,none,BDUL,RMGL,chem,0.00,0.50,,,
,,other,none,BDUL,SAADL,chem,0.00,0.50,,,
,,other,none,BDUL,URADL,chem,0.00,0.50,,,
,,other,none,BDUR,ADER,chem,0.00,0.50,,,
,,other,none,BDUR,ALMR,chem,0.00,0.50,,,
,,other,none,BDUR,AVAL,chem,0.00,0.50,,,
,,other,none,BDUR,AVBR,chem,0.00,0.50,,,
,,other,none,BDUR,AVHL,chem,0.00,0.50,,,
,,other,none,BDUR,AVJL,chem,0.00,0.50,,,
,,other,none,BDUR,CEPVR,chem,0.00,0.50,,,
,,other,none,BDUR,HSNR,chem,0.00,0.50,,,
,,other,none,BDUR,PVCL,chem,0.00,0.50,,,
,,other,none,BDUR,PVNL,chem,0.00,0.50,,,
,,other,none,BDUR,PVNR,chem,0.00,0.50,,,
,,other,none,BDUR,SDQL,chem,0.00,0.50,,,
,,other,none,BDUR,URADR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,AFDL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,AINL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,ALML,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,AVER,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,CEPDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,IL1DL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,IL2DL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,OLLL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,OLQDL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RIBL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RICL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RICR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RIH,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RIPL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RIS,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RMDVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RMGL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RMHL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,RMHR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,SIADR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,SIBDL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,SIBVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,SMBDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,URADL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,URBL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDL,URYDL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,AVEL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,BDUR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,CEPDR,chem,0.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,dopamine,mod,CEPDR,IL1DR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,IL1R,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,OLLR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,OLQDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RICL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RICR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RIFR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RIH,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RMDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RMDVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RMGR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RMHL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,RMHR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,SIBDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,SMBDL,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,URADR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,URBR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,URXR,chem,0.00,0.50,,,
,,dopamine,mod,CEPDR,URYDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,AVER,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,IL1VL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,OLLL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,OLQVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,PVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RIAL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RIBL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RICL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RICR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RIPL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RMDDL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RMDVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RMGL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RMHL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,RMHR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,SIAVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,SMBVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,SMDVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,URAVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,URXL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVL,URYVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,ADLR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,ASGR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,AVEL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,CEPDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,IL1VR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,IL2VR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,OLLR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,OLQVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RIAL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RIAR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RICL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RICR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RIPR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RIVL,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RMDDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,RMHR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,SIAVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,SMBVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,SMDDR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,URAVR,chem,0.00,0.50,,,
,,dopamine,mod,CEPVR,URYVR,chem,0.00,0.50,,,
,,ach,ampa,DA1,AS1,chem,5.00,0.50,,,
,,ach,ampa,DA1,DB1,chem,5.00,0.50,,,
,,ach,ampa,DA1,DD1,chem,5.00,0.50,,,
,,ach,ampa,DA1,FLPR,chem,5.00,0.50,,,
,,ach,ampa,DA1,VD2,chem,5.00,0.50,,,
,,ach,ampa,DA2,AS2,chem,5.00,0.50,,,
,,ach,ampa,DA2,DA3,chem,5.00,0.50,,,
,,ach,ampa,DA2,DB1,chem,5.00,0.50,,,
,,ach,ampa,DA2,DD1,chem,5.00,0.50,,,
,,ach,ampa,DA2,VD2,chem,5.00,0.50,,,
,,ach,ampa,DA2,VD3,chem,5.00,0.50,,,
,,ach,ampa,DA3,AS4,chem,5.00,0.50,,,
,,ach,ampa,DA3,DA4,chem,5.00,0.50,,,
,,ach,ampa,DA3,DB3,chem,5.00,0.50,,,
,,ach,ampa,DA3,DD2,chem,5.00,0.50,,,
,,ach,ampa,DA3,VD3,chem,5.00,0.50,,,
,,ach,ampa,DA3,VD4,chem,5.00,0.50,,,
,,ach,ampa,DA4,DB2,chem,5.00,0.50,,,
,,ach,ampa,DA4,DD2,chem,5.00,0.50,,,
,,ach,ampa,DA4,VD4,chem,5.00,0.50,,,
,,ach,ampa,DA4,VD5,chem,5.00,0.50,,,
,,ach,ampa,DA5,DA4,chem,5.00,0.50,,,
,,ach,ampa,DA5,DB4,chem,5.00,0.50,,,
,,ach,ampa,DA5,DD3,chem,5.00,0.50,,,
,,ach,ampa,DA5,VD5,chem,5.00,0.50,,,
,,ach,ampa,DA5,VD6,chem,5.00,0.50,,,
,,ach,ampa,DA6,DA5,chem,5.00,0.50,,,
,,ach,ampa,DA6,DB5,chem,5.00,0.50,,,
,,ach,ampa,DA6,DD3,chem,5.00,0.50,,,
,,ach,ampa,DA6,VD4,chem,5.00,0.50,,,
,,ach,ampa,DA6,VD5,chem,5.00,0.50,,,
,,ach,ampa,DA6,VD6,chem,5.00,0.50,,,
,,ach,ampa,DA6,VD7,chem,5.00,0.50,,,
,,ach,ampa,DA7,DA6,chem,5.00,0.50,,,
,,ach,ampa,DA7,DB6,chem,5.00,0.50,,,
,,ach,ampa,DA7,DD4,chem,5.00,0.50,,,
,,ach,ampa,DA7,VD7,chem,5.00,0.50,,,
,,ach,ampa,DA7,VD8,chem,5.00,0.50,,,
,,ach,ampa,DA7,VD9,chem,5.00,0.50,,,
,,ach,ampa,DA8,DA7,chem,5.00,0.50,,,
,,ach,ampa,DA8,DB7,chem,5.00,0.50,,,
,,ach,ampa,DA8,DD4,chem,5.00,0.50,,,
,,ach,ampa,DA8,DD5,chem,5.00,0.50,,,
,,ach,ampa,DA8,VD10,chem,5.00,0.50,,,
,,ach,ampa,DA8,VD11,chem,5.00,0.50,,,
,,ach,ampa,DA8,VD12,chem,5.00,0.50,,,
,,ach,ampa,DA8,VD13,chem,5.00,0.50,,,
,,ach,ampa,DA8,VD8,chem,5.00,0.50,,,
,,ach,ampa,DA8,VD9,chem,5.00,0.50,,,
,,ach,ampa,DA9,AS11,chem,5.00,0.50,,,
,,ach,ampa,DA9,DA8,chem,5.00,0.50,,,
,,ach,ampa,DA9,DB7,chem,5.00,0.50,,,
,,ach,ampa,DA9,DD6,chem,5.00,0.50,,,
,,ach,ampa,DA9,DVA,chem,5.00,0.50,,,
,,ach,ampa,DA9,VA12,chem,5.00,0.50,,,
,,ach,ampa,DA9,VD10,chem,5.00,0.50,,,
,,ach,ampa,DA9,VD11,chem,5.00,0.50,,,
,,ach,ampa,DA9,VD12,chem,5.00,0.50,,,
,,ach,ampa,DA9,VD13,chem,5.00,0.50,,,
,,ach,ampa,DA9,VD9,chem,5.00,0.50,,,
,,ach,ampa,DB1,AS1,chem,5.00,0.50,,,
,,ach,ampa,DB1,AS2,chem,5.00,0.50,,,
,,ach,ampa,DB1,DA1,chem,5.00,0.50,,,
,,ach,ampa,DB1,DA2,chem,5.00,0.50,,,
,,ach,ampa,DB1,DD1,chem,5.00,0.50,,,
,,ach,ampa,DB1,FLPR,chem,5.00,0.50,,,
,,ach,ampa,DB1,RID,chem,5.00,0.50,,,
,,ach,ampa,DB1,VD2,chem,5.00,0.50,,,
,,ach,ampa,DB1,VD3,chem,5.00,0.50,,,
,,ach,ampa,DB2,AS3,chem,5.00,0.50,,,
,,ach,ampa,DB2,AS4,chem,5.00,0.50,,,
,,ach,ampa,DB2,DA2,chem,5.00,0.50,,,
,,ach,ampa,DB2,DA3,chem,5.00,0.50,,,
,,ach,ampa,DB2,DA4,chem,5.00,0.50,,,
,,ach,ampa,DB2,DD1,chem,5.00,0.50,,,
,,ach,ampa,DB2,DD2,chem,5.00,0.50,,,
,,ach,ampa,DB2,VD3,chem,5.00,0.50,,,
,,ach,ampa,DB2,VD4,chem,5.00,0.50,,,
,,ach,ampa,DB3,AS4,chem,5.00,0.50,,,
,,ach,ampa,DB3,AS5,chem,5.00,0.50,,,
,,ach,ampa,DB3,DA4,chem,5.00,0.50,,,
,,ach,ampa,DB3,DA5,chem,5.00,0.50,,,
,,ach,ampa,DB3,DD2,chem,5.00,0.50,,,
,,ach,ampa,DB3,DD3,chem,5.00,0.50,,,
,,ach,ampa,DB3,DD5,chem,5.00,0.50,,,
,,ach,ampa,DB3,VD4,chem,5.00,0.50,,,
,,ach,ampa,DB3,VD5,chem,5.00,0.50,,,
,,ach,ampa,DB3,VD6,chem,5.00,0.50,,,
,,ach,ampa,DB4,AS6,chem,5.00,0.50,,,
,,ach,ampa,DB4,DA5,chem,5.00,0.50,,,
,,ach,ampa,DB4,DD3,chem,5.00,0.50,,,
,,ach,ampa,DB4,DD4,chem,5.00,0.50,,,
,,ach,ampa,DB4,DD5,chem,5.00,0.50,,,
,,ach,ampa,DB4,DD6,chem,5.00,0.50,,,
,,ach,ampa,DB4,VD6,chem,5.00,0.50,,,
,,ach,ampa,DB5,AS7,chem,5.00,0.50,,,
,,ach,ampa,DB5,AS8,chem,5.00,0.50,,,
,,ach,ampa,DB5,DA6,chem,5.00,0.50,,,
,,ach,ampa,DB5,DA7,chem,5.00,0.50,,,
,,ach,ampa,DB5,DA8,chem,5.00,0.50,,,
,,ach,ampa,DB5,VD4,chem,5.00,0.50,,,
,,ach,ampa,DB5,VD5,chem,5.00,0.50,,,
,,ach,ampa,DB5,VD6,chem,5.00,0.50,,,
,,ach,ampa,DB5,VD7,chem,5.00,0.50,,,
,,ach,ampa,DB6,AS8,chem,5.00,0.50,,,
,,ach,ampa,DB6,AS9,chem,5.00,0.50,,,
,,ach,ampa,DB6,DA8,chem,5.00,0.50,,,
,,ach,ampa,DB6,DA9,chem,5.00,0.50,,,
,,ach,ampa,DB6,VD7,chem,5.00,0.50,,,
,,ach,ampa,DB6,VD8,chem,5.00,0.50,,,
,,ach,ampa,DB6,VD9,chem,5.00,0.50,,,
,,ach,ampa,DB7,AS10,chem,5.00,0.50,,,
,,ach,ampa,DB7,AS11,chem,5.00,0.50,,,
,,ach,ampa,DB7,DA9,chem,5.00,0.50,,,
,,ach,ampa,DB7,VD10,chem,5.00,0.50,,,
,,ach,ampa,DB7,VD11,chem,5.00,0.50,,,
,,ach,ampa,DB7,VD12,chem,5.00,0.50,,,
,,ach,ampa,DB7,VD13,chem,5.00,0.50,,,
,,ach,ampa,DB7,VD8,chem,5.00,0.50,,,
,,ach,ampa,DB7,VD9,chem,5.00,0.50,,,
,,gaba,gaba,DD1,DA2,chem,15.00,0.50,,,
,,gaba,gaba,DD1,VB2,chem,15.00,0.50,,,
,,gaba,gaba,DD1,VD2,chem,15.00,0.50,,,
,,gaba,gaba,DD2,DA3,chem,15.00,0.50,,,
,,gaba,gaba,DD2,VD3,chem,15.00,0.50,,,
,,gaba,gaba,DD2,VD4,chem,15.00,0.50,,,
,,gaba,gaba,DD3,DA5,chem,15.00,0.50,,,
,,ach,ampa,DVA,AIZL,chem,5.00,0.50,,,
,,ach,ampa,DVA,AIZR,chem,5.00,0.50,,,
,,ach,ampa,DVA,AQR,chem,5.00,0.50,,,
,,ach,ampa,DVA,AUAL,chem,5.00,0.50,,,
,,ach,ampa,DVA,AUAR,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVAL,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVAR,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVBL,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVBR,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVDR,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVEL,chem,5.00,0.50,,,
,,ach,ampa,DVA,AVER,chem,5.00,0.50,,,
,,ach,ampa,DVA,DA2,chem,5.00,0.50,,,
,,ach,ampa,DVA,DB2,chem,5.00,0.50,,,
,,ach,ampa,DVA,DB3,chem,5.00,0.50,,,
,,ach,ampa,DVA,DB4,chem,5.00,0.50,,,
,,ach,ampa,DVA,DB7,chem,5.00,0.50,,,
,,ach,ampa,DVA,PDER,chem,5.00,0.50,,,
,,ach,ampa,DVA,PVCL,chem,5.00,0.50,,,
,,ach,ampa,DVA,PVCR,chem,5.00,0.50,,,
,,ach,ampa,DVA,PVPR,chem,5.00,0.50,,,
,,ach,ampa,DVA,PVR,chem,5.00,0.50,,,
,,ach,ampa,DVA,RIAL,chem,5.00,0.50,,,
,,ach,ampa,DVA,RIAR,chem,5.00,0.50,,,
,,ach,ampa,DVA,RIMR,chem,5.00,0.50,,,
,,ach,ampa,DVA,RIR,chem,5.00,0.50,,,
,,ach,ampa,DVA,SAADR,chem,5.00,0.50,,,
,,ach,ampa,DVA,SAAVL,chem,5.00,0.50,,,
,,ach,ampa,DVA,SAAVR,chem,5.00,0.50,,,
,,ach,ampa,DVA,SABD,chem,5.00,0.50,,,
,,ach,ampa,DVA,SMBDL,chem,5.00,0.50,,,
,,ach,ampa,DVA,SMBDR,chem,5.00,0.50,,,
,,ach,ampa,DVA,SMBVL,chem,5.00,0.50,,,
,,ach,ampa,DVA,SMBVR,chem,5.00,0.50,,,
,,ach,ampa,DVA,SMDVL,chem,5.00,0.50,,,
,,ach,ampa,DVA,URXL,chem,5.00,0.50,,,
,,ach,ampa,DVA,URYDL,chem,5.00,0.50,,,
,,ach,ampa,DVA,VA12,chem,5.00,0.50,,,
,,ach,ampa,DVA,VA2,chem,5.00,0.50,,,
,,ach,ampa,DVA,VA6,chem,5.00,0.50,,,
,,ach,ampa,DVA,VA8,chem,5.00,0.50,,,
,,ach,ampa,DVA,VB1,chem,5.00,0.50,,,
,,ach,ampa,DVA,VB11,chem,5.00,0.50,,,
,,gaba,gaba,DVB,AVL,chem,15.00,0.50,,,
,,gaba,gaba,DVB,DA8,chem,15.00,0.50,,,
,,gaba,gaba,DVB,DD6,chem,15.00,0.50,,,
,,gaba,gaba,DVB,DVC,chem,15.00,0.50,,,
,,gaba,gaba,DVB,PDA,chem,15.00,0.50,,,
,,gaba,gaba,DVB,PHCL,chem,15.00,0.50,,,
,,gaba,gaba,DVB,PVPL,chem,15.00,0.50,,,
,,gaba,gaba,DVB,VD13,chem,15.00,0.50,,,
,,glut,ampa,DVC,AIBL,chem,5.00,0.50,,,
,,glut,ampa,DVC,AIBR,chem,5.00,0.50,,,
,,glut,ampa,DVC,AVAL,chem,5.00,0.50,,,
,,glut,ampa,DVC,AVAR,chem,5.00,0.50,,,
,,glut,ampa,DVC,AVBL,chem,5.00,0.50,,,
,,glut,ampa,DVC,AVKL,chem,5.00,0.50,,,
,,glut,ampa,DVC,PVDR,chem,5.00,0.50,,,
,,glut,ampa,DVC,PVPL,chem,5.00,0.50,,,
,,glut,ampa,DVC,PVT,chem,5.00,0.50,,,
,,glut,ampa,DVC,RIBL,chem,5.00,0.50,,,
,,glut,ampa,DVC,RIBR,chem,5.00,0.50,,,
,,glut,ampa,DVC,RIGL,chem,5.00,0.50,,,
,,glut,ampa,DVC,RIGR,chem,5.00,0.50,,,
,,glut,ampa,DVC,RIVR,chem,5.00,0.50,,,
,,glut,ampa,DVC,RMFL,chem,5.00,0.50,,,
,,glut,ampa,DVC,RMFR,chem,5.00,0.50,,,
,,glut,ampa,DVC,URAVL,chem,5.00,0.50,,,
,,glut,ampa,DVC,VD9,chem,5.00,0.50,,,
,,glut,ampa,FLPL,ADEL,chem,5.00,0.50,,,
,,glut,ampa,FLPL,ADER,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AIBL,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AIBR,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AVAL,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AVAR,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AVBL,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AVBR,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AVDL,chem,5.00,0.50,,,
,,glut,ampa,FLPL,AVDR,chem,5.00,0.50,,,
,,glut,ampa,FLPL,DD1,chem,5.00,0.50,,,
,,glut,ampa,FLPL,DVA,chem,5.00,0.50,,,
,,glut,ampa,FLPL,FLPR,chem,5.00,0.50,,,
,,glut,ampa,FLPL,PVCR,chem,5.00,0.50,,,
,,glut,ampa,FLPL,RIS,chem,5.00,0.50,,,
,,glut,ampa,FLPL,VA1,chem,5.00,0.50,,,
,,glut,ampa,FLPR,ADAL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,ADAR,chem,5.00,0.50,,,
,,glut,ampa,FLPR,ADER,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVAL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVAR,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVBL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVBR,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVDL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVDR,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVEL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVER,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVJL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,AVJR,chem,5.00,0.50,,,
,,glut,ampa,FLPR,DVA,chem,5.00,0.50,,,
,,glut,ampa,FLPR,FLPL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,PVCL,chem,5.00,0.50,,,
,,glut,ampa,FLPR,VB1,chem,5.00,0.50,,,
,,serotonin,mod,HSNL,ADLL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,ADLR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AIAL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AIMR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AIZL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AIZR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,ASHL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,ASHR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,ASJR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,ASKL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,ASKR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AVFL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AVFR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AVJL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AWAR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AWBL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,AWBR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,HSNL,chem,0.00,0.50,,,自连接（真实连接组存在，白名单保留，不静默删除）
,,serotonin,mod,HSNL,HSNR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,PVQL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,RIFL,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,RIML,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,RIR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,RMGR,chem,0.00,0.50,,,
,,serotonin,mod,HSNL,VC5,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AIAL,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AIBL,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AIZL,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AIZR,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AS5,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,ASHL,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AVBR,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AVDR,chem,0.00,0.50,,,
,,serotonin,mod,HSNR,AVER,chem,0.00,0.50,,,
